Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month Number,Enrollment Month,Cancellation Year,Cancellation Month Number
135076,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,"$87,293.00",Married,Star,"$3,235.36",Standard,2016,10,October,,
602014,Canada,British Columbia,Whistler,V6T 1Y8,Male,Doctor,"$274,634.00",Divorced,Star,"$3,237.50",Standard,2012,10,October,,
520821,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,"$75,990.00",Married,Star,"$3,238.00",Standard,2017,1,January,,
711853,Canada,Ontario,Toronto,M2P 4F6,Male,College,,Married,Star,"$11,039.32",2018 Promotion,2018,3,March,,
562737,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Doctor,"$123,647.00",Single,Star,"$3,239.12",Standard,2016,5,May,,
900151,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,"$97,176.00",Divorced,Star,"$3,241.59",Standard,2016,3,March,,
693494,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,"$56,567.00",Single,Star,"$3,241.84",Standard,2018,1,January,,
176278,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,"$81,741.00",Divorced,Star,"$3,244.82",Standard,2014,6,June,,
632103,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,"$70,530.00",Married,Star,"$3,259.89",Standard,2013,6,June,,
606877,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Divorced,Star,"$3,261.02",Standard,2016,2,February,,
174743,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,"$50,800.00",Divorced,Star,"$3,265.16",Standard,2015,6,June,,
581396,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,"$50,800.00",Divorced,Star,"$3,265.16",Standard,2017,4,April,,
740349,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,"$50,800.00",Divorced,Star,"$3,265.16",Standard,2016,3,March,2016,11
183052,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,"$52,929.00",Single,Star,"$3,267.71",Standard,2016,3,March,,
725326,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Star,"$3,272.01",Standard,2012,7,July,,
147754,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,"$93,278.00",Married,Star,"$3,274.04",Standard,2016,10,October,,
564111,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,"$55,093.00",Married,Star,"$3,274.19",Standard,2016,1,January,,
682826,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,"$83,310.00",Single,Star,"$3,278.53",Standard,2014,7,July,,
461012,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,"$78,224.00",Married,Star,"$3,280.46",Standard,2016,11,November,,
638506,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,"$78,224.00",Married,Star,"$3,280.46",Standard,2016,6,June,,
605907,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,"$76,495.00",Married,Star,"$3,286.17",Standard,2015,11,November,,
609009,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,"$76,495.00",Married,Star,"$3,286.17",Standard,2016,10,October,,
747681,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,"$54,376.00",Married,Star,"$3,286.44",Standard,2014,6,June,,
199073,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,"$55,648.00",Single,Star,"$3,288.83",Standard,2017,1,January,,
998465,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,"$47,966.00",Married,Star,"$3,289.13",Standard,2017,5,May,,
240442,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Star,"$3,293.25",Standard,2012,8,August,,
631869,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,"$3,297.90",Standard,2014,8,August,,
816763,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Star,"$3,297.90",Standard,2013,6,June,,
376862,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,"$75,513.00",Divorced,Star,"$3,300.61",Standard,2015,4,April,,
845699,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,"$3,300.68",Standard,2015,2,February,,
604019,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Married,Star,"$3,301.52",Standard,2015,9,September,,
688615,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Star,"$3,301.52",Standard,2018,6,June,,
912957,Canada,Newfoundland,St. John's,A1C 6H9,Male,Master,"$114,637.00",Single,Star,"$3,304.76",Standard,2012,10,October,,
342044,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,"$90,298.00",Divorced,Star,"$3,308.00",Standard,2013,7,July,,
802974,Canada,Ontario,Ottawa,K1F 2R2,Female,Master,"$80,838.00",Divorced,Star,"$11,790.50",2018 Promotion,2018,4,April,,
253282,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,"$78,434.00",Married,Star,"$3,314.55",Standard,2014,2,February,2018,1
858674,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,"$86,160.00",Married,Star,"$3,317.90",Standard,2015,2,February,,
850721,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,"$83,429.00",Married,Star,"$3,323.09",Standard,2017,8,August,,
793662,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Doctor,"$81,863.00",Married,Star,"$3,323.86",Standard,2015,10,October,,
436719,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Married,Star,"$3,324.55",Standard,2017,3,March,,
629966,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,"$87,195.00",Married,Star,"$3,329.89",Standard,2018,9,September,,
194657,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,"$65,526.00",Married,Star,"$3,330.67",Standard,2018,6,June,,
470323,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,"$76,256.00",Married,Star,"$3,337.98",Standard,2015,9,September,,
896331,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,"$60,314.00",Single,Star,"$3,339.30",Standard,2012,8,August,,
709747,Canada,Alberta,Banff,T4V 1D4,Female,College,,Single,Star,"$3,339.76",Standard,2014,5,May,,
690970,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,"$69,249.00",Married,Star,"$3,339.85",Standard,2017,1,January,,
710145,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Star,"$3,341.68",Standard,2018,9,September,,
358794,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Married,Star,"$3,342.18",Standard,2014,9,September,,
504638,Canada,Alberta,Banff,T4V 1D4,Female,College,,Married,Star,"$3,343.88",Standard,2015,2,February,2018,10
937312,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Married,Star,"$3,343.88",Standard,2012,7,July,,
957557,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,"$61,758.00",Divorced,Star,"$3,343.93",Standard,2013,1,January,,
393565,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,"$56,232.00",Married,Star,"$3,344.81",Standard,2013,4,April,,
744731,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,"$56,232.00",Married,Star,"$3,344.81",Standard,2014,5,May,2014,7
420481,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,"$89,051.00",Married,Star,"$3,349.64",Standard,2012,8,August,,
103043,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,"$97,920.00",Married,Star,"$3,351.21",Standard,2018,12,December,,
155374,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,"$72,416.00",Married,Star,"$3,352.94",Standard,2015,3,March,,
506793,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,"$66,038.00",Married,Star,"$3,355.53",Standard,2014,1,January,2016,3
235930,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,"$86,728.00",Single,Star,"$3,360.44",Standard,2013,12,December,,
486048,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,"$86,728.00",Single,Star,"$3,360.44",Standard,2013,4,April,,
288776,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,"$48,629.00",Married,Star,"$3,362.41",Standard,2013,11,November,,
488679,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,"$48,629.00",Married,Star,"$3,362.41",Standard,2016,4,April,,
872946,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,"$90,548.00",Married,Star,"$3,363.00",Standard,2015,12,December,,
256013,Canada,Ontario,London,M5B 3E4,Female,Bachelor,"$60,997.00",Married,Star,"$3,369.71",Standard,2015,12,December,,
485196,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Divorced,Star,"$3,370.07",Standard,2016,6,June,,
318654,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,"$100,317.00",Divorced,Star,"$3,372.42",Standard,2016,1,January,,
270248,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Married,Star,"$3,382.22",Standard,2015,3,March,,
422320,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Married,Star,"$3,382.22",Standard,2017,6,June,,
607588,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,"$59,018.00",Married,Star,"$12,885.79",2018 Promotion,2018,3,March,,
920637,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,"$71,862.00",Single,Star,"$3,384.47",Standard,2012,7,July,,
919463,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,"$37,850.00",Married,Star,"$16,515.01",2018 Promotion,2018,4,April,,
620990,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,"$3,398.01",Standard,2018,5,May,,
196469,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Star,"$3,398.05",Standard,2014,6,June,,
192098,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,"$51,176.00",Married,Star,"$17,086.75",2018 Promotion,2018,2,February,,
996639,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,"$53,075.00",Married,Star,"$3,399.13",Standard,2015,9,September,,
532422,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,"$73,930.00",Married,Star,"$3,402.78",Standard,2013,2,February,,
604822,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,"$94,122.00",Married,Star,"$3,409.68",Standard,2018,11,November,,
136906,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,"$54,104.00",Married,Star,"$3,412.57",Standard,2014,4,April,,
518578,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,"$54,104.00",Married,Star,"$3,412.57",Standard,2015,12,December,2017,6
142686,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,"$63,025.00",Divorced,Star,"$3,417.20",Standard,2016,7,July,,
717565,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,"$84,929.00",Married,Star,"$3,417.95",Standard,2012,7,July,,
982508,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,"$61,376.00",Married,Star,"$3,419.11",Standard,2017,2,February,,
290445,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Star,"$3,420.45",Standard,2016,5,May,,
344998,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Married,Star,"$3,420.45",Standard,2016,10,October,,
599483,Canada,Quebec,Montreal,H4G 3T4,Female,Master,"$75,327.00",Married,Star,"$3,420.66",Standard,2014,2,February,,
716948,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,"$104,947.00",Single,Star,"$3,423.82",Standard,2013,7,July,,
778920,Canada,Quebec,Tremblant,H5Y 2S9,Male,Doctor,"$299,662.00",Married,Star,"$3,423.97",Standard,2016,2,February,,
137227,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,"$53,269.00",Single,Star,"$3,425.73",Standard,2017,4,April,,
251020,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,"$94,374.00",Married,Star,"$3,433.82",Standard,2015,3,March,2015,11
223958,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,"$78,993.00",Married,Star,"$3,435.25",Standard,2017,5,May,,
267245,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,"$54,457.00",Divorced,Star,"$3,436.13",Standard,2014,12,December,,
269565,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,"$54,457.00",Divorced,Star,"$3,436.13",Standard,2018,1,January,,
383891,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,"$54,457.00",Divorced,Star,"$3,436.13",Standard,2014,7,July,,
493827,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,"$54,457.00",Divorced,Star,"$3,436.13",Standard,2014,4,April,2014,12
707716,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,"$54,457.00",Divorced,Star,"$3,436.13",Standard,2013,9,September,,
991371,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,"$54,457.00",Divorced,Star,"$3,436.13",Standard,2012,7,July,,
997857,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,"$54,457.00",Divorced,Star,"$3,436.13",Standard,2016,6,June,2016,8
696609,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,"$54,231.00",Single,Star,"$3,436.45",Standard,2016,5,May,,
836720,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,"$84,750.00",Married,Star,"$18,453.58",2018 Promotion,2018,2,February,,
803529,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,"$68,437.00",Married,Star,"$3,440.36",Standard,2014,7,July,,
290964,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Star,"$3,444.17",Standard,2017,11,November,,
325367,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Married,Star,"$3,444.97",Standard,2017,5,May,,
263055,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,"$76,825.00",Married,Star,"$3,452.03",Standard,2013,7,July,,
856654,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,"$80,036.00",Married,Star,"$3,452.41",Standard,2013,4,April,,
721423,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Star,"$3,455.17",Standard,2012,9,September,,
807902,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,,Single,Star,"$3,455.17",Standard,2016,8,August,,
587619,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,"$81,959.00",Divorced,Star,"$3,455.23",Standard,2012,4,April,,
439675,Canada,Ontario,Toronto,M8Y 4K8,Male,College,,Married,Star,"$3,457.15",Standard,2014,3,March,,
960309,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Married,Star,"$3,459.23",Standard,2017,6,June,,
215651,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Single,Star,"$3,467.32",Standard,2017,7,July,,
115198,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,"$55,845.00",Married,Star,"$3,469.84",Standard,2012,9,September,,
700145,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,"$101,339.00",Married,Star,"$3,470.18",Standard,2016,5,May,,
478785,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Star,"$3,475.07",Standard,2017,6,June,,
148453,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Star,"$3,479.14",Standard,2018,7,July,,
790123,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,"$80,722.00",Married,Star,"$3,479.26",Standard,2016,12,December,,
895778,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,"$80,722.00",Married,Star,"$3,479.26",Standard,2018,8,August,,
283994,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,"$57,542.00",Married,Star,"$3,479.76",Standard,2017,3,March,,
415067,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Star,"$3,482.04",Standard,2013,8,August,,
278676,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,"$79,589.00",Married,Star,"$3,482.69",Standard,2013,1,January,,
694168,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,"$57,011.00",Divorced,Star,"$3,484.14",Standard,2017,2,February,2017,10
475713,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,"$3,486.70",Standard,2016,11,November,,
677068,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Star,"$3,486.70",Standard,2018,5,May,,
702284,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Star,"$3,489.28",Standard,2014,11,November,,
790303,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,"$98,485.00",Divorced,Star,"$3,490.03",Standard,2015,12,December,,
107835,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,"$50,363.00",Single,Star,"$3,495.89",Standard,2018,9,September,,
203950,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,"$78,145.00",Married,Star,"$3,497.48",Standard,2017,8,August,,
146354,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,"$97,324.00",Married,Star,"$3,500.45",Standard,2018,1,January,,
512262,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Married,Star,"$3,500.86",Standard,2014,8,August,,
652394,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Married,Star,"$3,500.86",Standard,2014,12,December,,
762355,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,"$62,283.00",Married,Star,"$3,508.57",Standard,2012,8,August,,
788759,Canada,Quebec,Tremblant,H5Y 2S9,Male,High School or Below,"$62,283.00",Married,Star,"$3,508.57",Standard,2016,5,May,,
834081,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,,Single,Star,"$3,515.46",Standard,2014,4,April,,
420126,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,High School or Below,"$49,868.00",Married,Star,"$3,515.83",Standard,2018,5,May,,
842066,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,"$98,353.00",Married,Star,"$3,522.48",Standard,2017,3,March,,
835920,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,"$58,361.00",Married,Star,"$18,484.81",2018 Promotion,2018,2,February,,
108367,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,"$54,794.00",Married,Star,"$3,528.04",Standard,2017,5,May,2018,1
172731,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,"$54,794.00",Married,Star,"$3,528.04",Standard,2018,11,November,,
258102,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,"$54,794.00",Married,Star,"$3,528.04",Standard,2012,9,September,,
750688,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,"$54,794.00",Married,Star,"$3,528.04",Standard,2013,10,October,,
833704,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,"$54,794.00",Married,Star,"$3,528.04",Standard,2014,9,September,,
906468,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,"$54,794.00",Married,Star,"$3,528.04",Standard,2012,7,July,,
944821,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,"$54,794.00",Married,Star,"$3,528.04",Standard,2017,3,March,,
484317,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,"$51,579.00",Married,Star,"$3,531.04",Standard,2015,5,May,,
430813,Canada,Ontario,Sudbury,M5V 1G5,Female,College,,Single,Star,"$3,531.35",Standard,2012,9,September,,
982416,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,"$55,123.00",Single,Star,"$3,536.65",Standard,2016,2,February,,
607662,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,"$3,539.97",Standard,2016,1,January,,
748701,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Star,"$3,545.41",Standard,2017,2,February,,
664705,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Single,Star,"$3,546.40",Standard,2013,8,August,,
520163,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,"$87,603.00",Married,Star,"$3,548.15",Standard,2016,11,November,,
604470,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,"$3,548.40",Standard,2015,9,September,,
587543,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,"$74,756.00",Married,Star,"$3,554.85",Standard,2018,6,June,,
855451,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,"$74,756.00",Married,Star,"$3,554.85",Standard,2017,4,April,2018,7
993328,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,"$74,756.00",Married,Star,"$3,554.85",Standard,2014,5,May,,
776153,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,"$60,500.00",Married,Star,"$3,557.20",Standard,2017,9,September,2018,5
100883,Canada,Manitoba,Winnipeg,R3R 3T4,Female,College,,Single,Star,"$3,561.04",Standard,2013,6,June,,
577124,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Married,Star,"$3,567.50",Standard,2017,1,January,,
613546,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Married,Star,"$3,567.50",Standard,2016,12,December,,
826271,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Married,Star,"$3,567.50",Standard,2017,10,October,2018,6
505790,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,"$73,008.00",Married,Star,"$3,570.76",Standard,2013,1,January,,
269120,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Star,"$3,571.35",Standard,2014,10,October,,
302198,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,"$85,949.00",Single,Star,"$3,571.35",Standard,2013,4,April,,
221328,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,"$86,738.00",Divorced,Star,"$3,571.83",Standard,2013,5,May,,
195069,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,"$73,447.00",Divorced,Star,"$3,572.49",Standard,2018,10,October,,
492966,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,"$93,811.00",Married,Star,"$3,579.77",Standard,2016,6,June,,
875212,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,"$83,990.00",Married,Star,"$3,580.08",Standard,2018,6,June,,
824133,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,"$67,821.00",Single,Star,"$3,585.88",Standard,2017,2,February,,
909066,Canada,Quebec,Tremblant,H5Y 2S9,Female,Doctor,"$123,495.00",Married,Star,"$3,587.36",Standard,2016,6,June,2017,2
650358,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,"$3,588.93",Standard,2014,2,February,,
787606,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,"$3,588.93",Standard,2017,4,April,,
338872,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,"$54,550.00",Divorced,Star,"$3,589.37",Standard,2016,12,December,,
302657,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,"$89,933.00",Married,Star,"$3,589.71",Standard,2018,8,August,,
686031,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Married,Star,"$3,591.07",Standard,2017,1,January,,
875086,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,"$52,405.00",Divorced,Star,"$3,592.00",Standard,2017,9,September,,
970783,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,"$52,405.00",Divorced,Star,"$3,592.00",Standard,2017,9,September,,
734880,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,"$150,904.00",Divorced,Star,"$3,593.13",Standard,2013,7,July,,
898000,Canada,Alberta,Calgary,T3E 2V9,Female,College,,Single,Star,"$3,595.31",Standard,2012,6,June,,
578203,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,"$54,367.00",Married,Star,"$3,596.83",Standard,2016,3,March,,
145688,Canada,Ontario,Sudbury,M5V 1G5,Female,Master,"$118,530.00",Single,Star,"$3,600.93",Standard,2018,1,January,,
207865,Canada,Ontario,Toronto,M2Z 4K1,Female,Master,"$118,530.00",Single,Star,"$3,600.93",Standard,2016,12,December,,
727686,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Master,"$118,530.00",Single,Star,"$3,600.93",Standard,2015,2,February,2017,7
903797,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,"$118,530.00",Single,Star,"$3,600.93",Standard,2014,11,November,,
954231,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,"$118,530.00",Single,Star,"$3,600.93",Standard,2015,2,February,,
426141,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,"$47,701.00",Married,Star,"$3,605.86",Standard,2018,12,December,,
619920,Canada,Quebec,Montreal,H4G 3T4,Male,Doctor,"$87,398.00",Divorced,Star,"$3,605.97",Standard,2013,10,October,,
725575,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Doctor,"$87,398.00",Divorced,Star,"$3,605.97",Standard,2012,6,June,,
518622,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,"$78,248.00",Divorced,Star,"$3,611.18",Standard,2014,4,April,,
658407,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Single,Star,"$3,614.08",Standard,2016,1,January,2018,2
982528,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Single,Star,"$3,614.08",Standard,2017,9,September,2018,5
162568,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Single,Star,"$3,622.87",Standard,2013,11,November,2016,7
623569,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Single,Star,"$3,623.45",Standard,2012,10,October,,
193722,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,"$59,598.00",Divorced,Star,"$3,624.90",Standard,2017,1,January,,
462366,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,"$59,598.00",Divorced,Star,"$3,624.90",Standard,2015,1,January,2017,7
113755,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,"$63,616.00",Married,Star,"$3,633.05",Standard,2013,3,March,,
567210,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,"$57,559.00",Married,Star,"$3,635.03",Standard,2012,10,October,,
960629,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,"$57,559.00",Married,Star,"$3,635.03",Standard,2013,4,April,,
606074,Canada,Ontario,Ottawa,K1F 2R2,Male,High School or Below,"$71,708.00",Divorced,Star,"$3,636.56",Standard,2018,5,May,,
303934,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,"$92,259.00",Married,Star,"$3,644.83",Standard,2013,12,December,,
329355,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,"$92,259.00",Married,Star,"$3,644.83",Standard,2017,5,May,,
594606,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,"$92,259.00",Married,Star,"$3,644.83",Standard,2016,6,June,2017,2
656993,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,"$92,259.00",Married,Star,"$3,644.83",Standard,2018,9,September,,
765989,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,"$92,259.00",Married,Star,"$3,644.83",Standard,2015,3,March,,
810100,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,"$92,259.00",Married,Star,"$3,644.83",Standard,2014,9,September,,
239490,Canada,Quebec,Montreal,H2T 9K8,Female,High School or Below,"$58,331.00",Married,Star,"$3,645.46",Standard,2014,6,June,,
555050,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,"$3,649.71",Standard,2016,4,April,,
357466,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Star,"$3,651.69",Standard,2013,10,October,,
